,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
56890,1851-02-01,-8.581,1.363,Shenyang,China,40.99N,123.55E
56891,1851-03-01,-3.12,1.291,Shenyang,China,40.99N,123.55E
56892,1851-04-01,5.003,3.152,Shenyang,China,40.99N,123.55E
56893,1851-05-01,13.098,1.543,Shenyang,China,40.99N,123.55E
56894,1851-06-01,20.584,1.766,Shenyang,China,40.99N,123.55E
56895,1851-07-01,23.559,1.723,Shenyang,China,40.99N,123.55E
56896,1851-08-01,21.369,1.739,Shenyang,China,40.99N,123.55E
56897,1851-09-01,15.317,0.923,Shenyang,China,40.99N,123.55E
56898,1851-10-01,6.327,2.241,Shenyang,China,40.99N,123.55E
56899,1851-11-01,-3.114,2.527,Shenyang,China,40.99N,123.55E
56900,1851-12-01,-11.625,4.523,Shenyang,China,40.99N,123.55E
56901,1852-01-01,-13.415,2.988,Shenyang,China,40.99N,123.55E
56902,1852-02-01,-11.765,2.36,Shenyang,China,40.99N,123.55E
56903,1852-03-01,-3.705,2.629,Shenyang,China,40.99N,123.55E
56904,1852-04-01,5.811,2.239,Shenyang,China,40.99N,123.55E
56905,1852-05-01,13.385,2.009,Shenyang,China,40.99N,123.55E
56906,1852-06-01,20.491,0.879,Shenyang,China,40.99N,123.55E
56907,1852-07-01,24.093,1.274,Shenyang,China,40.99N,123.55E
56908,1852-08-01,21.508,0.896,Shenyang,China,40.99N,123.55E
56909,1852-09-01,15.663,0.797,Shenyang,China,40.99N,123.55E
56910,1852-10-01,8.826,1.184,Shenyang,China,40.99N,123.55E
56911,1852-11-01,-2.481,2.193,Shenyang,China,40.99N,123.55E
56912,1852-12-01,-8.182,2.608,Shenyang,China,40.99N,123.55E
56913,1853-01-01,-13.212,2.544,Shenyang,China,40.99N,123.55E
56914,1853-02-01,-11.123,2.737,Shenyang,China,40.99N,123.55E
56915,1853-03-01,-2.228,2.13,Shenyang,China,40.99N,123.55E
56916,1853-04-01,5.563,1.599,Shenyang,China,40.99N,123.55E
56917,1853-05-01,13.727,1.134,Shenyang,China,40.99N,123.55E
56918,1853-06-01,20.163,1.123,Shenyang,China,40.99N,123.55E
56919,1853-07-01,25.071,0.984,Shenyang,China,40.99N,123.55E
56920,1853-08-01,22.337,1.702,Shenyang,China,40.99N,123.55E
56921,1853-09-01,17.105,1.42,Shenyang,China,40.99N,123.55E
56922,1853-10-01,7.081,1.626,Shenyang,China,40.99N,123.55E
56923,1853-11-01,-0.964,1.685,Shenyang,China,40.99N,123.55E
56924,1853-12-01,-9.834,1.93,Shenyang,China,40.99N,123.55E
56925,1854-01-01,-12.167,2.105,Shenyang,China,40.99N,123.55E
56926,1854-02-01,-11.873,3.216,Shenyang,China,40.99N,123.55E
56927,1854-03-01,-0.248,1.355,Shenyang,China,40.99N,123.55E
56928,1854-04-01,8.201,1.158,Shenyang,China,40.99N,123.55E
56929,1854-05-01,15.418,0.923,Shenyang,China,40.99N,123.55E
56930,1854-06-01,20.382,1.581,Shenyang,China,40.99N,123.55E
56931,1854-07-01,24.334,1.555,Shenyang,China,40.99N,123.55E
56932,1854-08-01,22.425,1.484,Shenyang,China,40.99N,123.55E
56933,1854-09-01,16.887,0.958,Shenyang,China,40.99N,123.55E
56934,1854-10-01,9.362,2.463,Shenyang,China,40.99N,123.55E
56935,1854-11-01,0.021,1.179,Shenyang,China,40.99N,123.55E
56936,1854-12-01,-7.98,2.264,Shenyang,China,40.99N,123.55E
56937,1855-01-01,-10.369,1.558,Shenyang,China,40.99N,123.55E
56938,1855-02-01,-7.785,2.866,Shenyang,China,40.99N,123.55E
56939,1855-03-01,0.295,1.27,Shenyang,China,40.99N,123.55E
56940,1855-04-01,10.134,0.859,Shenyang,China,40.99N,123.55E
56941,1855-05-01,14.304,1.165,Shenyang,China,40.99N,123.55E
56942,1855-06-01,20.673,1.464,Shenyang,China,40.99N,123.55E
56943,1855-07-01,24.022,0.605,Shenyang,China,40.99N,123.55E
56944,1855-08-01,22.241,1.011,Shenyang,China,40.99N,123.55E
56945,1855-09-01,16.925,1.006,Shenyang,China,40.99N,123.55E
56946,1855-10-01,8.12,1.363,Shenyang,China,40.99N,123.55E
56947,1855-11-01,-1.41,1.246,Shenyang,China,40.99N,123.55E
56948,1855-12-01,-7.768,2.136,Shenyang,China,40.99N,123.55E
56949,1856-01-01,-12.42,1.749,Shenyang,China,40.99N,123.55E
56950,1856-02-01,-11.788,3.641,Shenyang,China,40.99N,123.55E
56951,1856-03-01,0.413,2.118,Shenyang,China,40.99N,123.55E
56952,1856-04-01,8.283,1.372,Shenyang,China,40.99N,123.55E
56953,1856-05-01,13.801,1.491,Shenyang,China,40.99N,123.55E
56954,1856-06-01,20.782,1.903,Shenyang,China,40.99N,123.55E
56955,1856-07-01,24.531,1.617,Shenyang,China,40.99N,123.55E
56956,1856-08-01,22.751,1.545,Shenyang,China,40.99N,123.55E
56957,1856-09-01,15.785,1.786,Shenyang,China,40.99N,123.55E
56958,1856-10-01,7.881,1.258,Shenyang,China,40.99N,123.55E
56959,1856-11-01,-0.051,1.783,Shenyang,China,40.99N,123.55E
56960,1856-12-01,-7.901,2.159,Shenyang,China,40.99N,123.55E
56961,1857-01-01,-13.32,2.632,Shenyang,China,40.99N,123.55E
56962,1857-02-01,-7.859,2.416,Shenyang,China,40.99N,123.55E
56963,1857-03-01,-0.31,1.774,Shenyang,China,40.99N,123.55E
56964,1857-04-01,8.69,2.164,Shenyang,China,40.99N,123.55E
56965,1857-05-01,12.826,1.43,Shenyang,China,40.99N,123.55E
56966,1857-06-01,19.433,1.502,Shenyang,China,40.99N,123.55E
56967,1857-07-01,23.36,1.325,Shenyang,China,40.99N,123.55E
56968,1857-08-01,22.138,1.064,Shenyang,China,40.99N,123.55E
56969,1857-09-01,16.176,1.013,Shenyang,China,40.99N,123.55E
56970,1857-10-01,8.604,1.29,Shenyang,China,40.99N,123.55E
56971,1857-11-01,-1.039,1.461,Shenyang,China,40.99N,123.55E
56972,1857-12-01,-8.67,1.484,Shenyang,China,40.99N,123.55E
56973,1858-01-01,-11.019,2.292,Shenyang,China,40.99N,123.55E
56974,1858-02-01,-6.912,1.927,Shenyang,China,40.99N,123.55E
56975,1858-03-01,-0.582,1.577,Shenyang,China,40.99N,123.55E
56976,1858-04-01,8.829,1.814,Shenyang,China,40.99N,123.55E
56977,1858-05-01,14.462,1.36,Shenyang,China,40.99N,123.55E
56978,1858-06-01,19.542,1.26,Shenyang,China,40.99N,123.55E
56979,1858-07-01,23.974,1.589,Shenyang,China,40.99N,123.55E
56980,1858-08-01,22.029,1.256,Shenyang,China,40.99N,123.55E
56981,1858-09-01,16.822,1.556,Shenyang,China,40.99N,123.55E
56982,1858-10-01,8.629,1.519,Shenyang,China,40.99N,123.55E
56983,1858-11-01,-0.463,1.825,Shenyang,China,40.99N,123.55E
56984,1858-12-01,-10.004,2.111,Shenyang,China,40.99N,123.55E
56985,1859-01-01,-11.999,1.499,Shenyang,China,40.99N,123.55E
56986,1859-02-01,-9.624,1.563,Shenyang,China,40.99N,123.55E
56987,1859-03-01,-0.139,1.138,Shenyang,China,40.99N,123.55E
56988,1859-04-01,9.822,1.338,Shenyang,China,40.99N,123.55E
56989,1859-05-01,15.225,0.778,Shenyang,China,40.99N,123.55E
56990,1859-06-01,20.256,1.052,Shenyang,China,40.99N,123.55E
56991,1859-07-01,22.678,1.044,Shenyang,China,40.99N,123.55E
56992,1859-08-01,22.012,1.006,Shenyang,China,40.99N,123.55E
56993,1859-09-01,16.184,0.802,Shenyang,China,40.99N,123.55E
56994,1859-10-01,7.978,1.186,Shenyang,China,40.99N,123.55E
56995,1859-11-01,-0.228,1.819,Shenyang,China,40.99N,123.55E
56996,1859-12-01,-9.055,3.622,Shenyang,China,40.99N,123.55E
56997,1860-01-01,-13.678,2.564,Shenyang,China,40.99N,123.55E
56998,1860-02-01,-9.056,2.292,Shenyang,China,40.99N,123.55E
56999,1860-03-01,-4.347,3.244,Shenyang,China,40.99N,123.55E
57000,1860-04-01,7.665,1.24,Shenyang,China,40.99N,123.55E
57001,1860-05-01,12.507,1.993,Shenyang,China,40.99N,123.55E
57002,1860-06-01,19.298,1.052,Shenyang,China,40.99N,123.55E
57003,1860-07-01,23.09,2.544,Shenyang,China,40.99N,123.55E
57004,1860-08-01,22.861,1.188,Shenyang,China,40.99N,123.55E
57005,1860-09-01,18.204,1.274,Shenyang,China,40.99N,123.55E
57006,1860-10-01,7.541,1.242,Shenyang,China,40.99N,123.55E
57007,1860-11-01,-3.677,1.337,Shenyang,China,40.99N,123.55E
57008,1860-12-01,-10.843,2.242,Shenyang,China,40.99N,123.55E
57009,1861-01-01,-16.002,3.143,Shenyang,China,40.99N,123.55E
57010,1861-02-01,-10.826,1.515,Shenyang,China,40.99N,123.55E
57011,1861-03-01,-0.441,1.0,Shenyang,China,40.99N,123.55E
57012,1861-04-01,9.298,0.871,Shenyang,China,40.99N,123.55E
57013,1861-05-01,13.552,1.897,Shenyang,China,40.99N,123.55E
57014,1861-06-01,19.877,0.668,Shenyang,China,40.99N,123.55E
57015,1861-07-01,23.74,1.592,Shenyang,China,40.99N,123.55E
57016,1861-08-01,22.573,1.449,Shenyang,China,40.99N,123.55E
57017,1861-09-01,15.582,1.268,Shenyang,China,40.99N,123.55E
57018,1861-10-01,8.326,0.992,Shenyang,China,40.99N,123.55E
57019,1861-11-01,-0.549,1.688,Shenyang,China,40.99N,123.55E
57020,1861-12-01,-11.223,2.788,Shenyang,China,40.99N,123.55E
57021,1862-01-01,-13.078,2.0,Shenyang,China,40.99N,123.55E
57022,1862-02-01,-9.347,2.764,Shenyang,China,40.99N,123.55E
57023,1862-03-01,-0.979,1.935,Shenyang,China,40.99N,123.55E
57024,1862-04-01,7.015,2.448,Shenyang,China,40.99N,123.55E
57025,1862-05-01,14.781,2.162,Shenyang,China,40.99N,123.55E
57026,1862-06-01,20.949,1.912,Shenyang,China,40.99N,123.55E
57027,1862-07-01,23.241,1.163,Shenyang,China,40.99N,123.55E
57028,1862-08-01,22.903,2.847,Shenyang,China,40.99N,123.55E
57029,1862-09-01,15.955,1.548,Shenyang,China,40.99N,123.55E
57030,1862-10-01,8.191,1.747,Shenyang,China,40.99N,123.55E
57031,1862-11-01,-2.624,1.68,Shenyang,China,40.99N,123.55E
57032,1862-12-01,-11.5,3.268,Shenyang,China,40.99N,123.55E
57033,1863-01-01,-10.24,3.43,Shenyang,China,40.99N,123.55E
57034,1863-02-01,-6.202,3.828,Shenyang,China,40.99N,123.55E
57035,1863-03-01,0.488,1.331,Shenyang,China,40.99N,123.55E
57036,1863-04-01,7.319,1.962,Shenyang,China,40.99N,123.55E
57037,1863-05-01,13.56,2.002,Shenyang,China,40.99N,123.55E
57038,1863-06-01,20.781,1.929,Shenyang,China,40.99N,123.55E
57039,1863-07-01,24.881,1.943,Shenyang,China,40.99N,123.55E
57040,1863-08-01,22.784,1.492,Shenyang,China,40.99N,123.55E
57041,1863-09-01,15.821,0.947,Shenyang,China,40.99N,123.55E
57042,1863-10-01,7.375,1.336,Shenyang,China,40.99N,123.55E
57043,1863-11-01,-1.628,2.203,Shenyang,China,40.99N,123.55E
57044,1863-12-01,-7.452,2.348,Shenyang,China,40.99N,123.55E
57045,1864-01-01,-10.89,3.507,Shenyang,China,40.99N,123.55E
57046,1864-02-01,-7.498,3.108,Shenyang,China,40.99N,123.55E
57047,1864-03-01,-0.656,2.809,Shenyang,China,40.99N,123.55E
57048,1864-04-01,8.024,0.891,Shenyang,China,40.99N,123.55E
57049,1864-05-01,13.735,0.994,Shenyang,China,40.99N,123.55E
57050,1864-06-01,19.075,1.395,Shenyang,China,40.99N,123.55E
57051,1864-07-01,23.704,1.148,Shenyang,China,40.99N,123.55E
57052,1864-08-01,21.832,0.842,Shenyang,China,40.99N,123.55E
57053,1864-09-01,15.703,1.174,Shenyang,China,40.99N,123.55E
57054,1864-10-01,8.157,1.692,Shenyang,China,40.99N,123.55E
57055,1864-11-01,-0.077,2.041,Shenyang,China,40.99N,123.55E
57056,1864-12-01,-11.611,2.196,Shenyang,China,40.99N,123.55E
57057,1865-01-01,-11.116,1.73,Shenyang,China,40.99N,123.55E
57058,1865-02-01,-10.156,3.378,Shenyang,China,40.99N,123.55E
57059,1865-03-01,-1.747,1.614,Shenyang,China,40.99N,123.55E
57060,1865-04-01,8.394,2.551,Shenyang,China,40.99N,123.55E
57061,1865-05-01,15.024,1.873,Shenyang,China,40.99N,123.55E
57062,1865-06-01,19.87,1.686,Shenyang,China,40.99N,123.55E
57063,1865-07-01,23.58,1.863,Shenyang,China,40.99N,123.55E
57064,1865-08-01,22.816,1.517,Shenyang,China,40.99N,123.55E
57065,1865-09-01,17.258,1.227,Shenyang,China,40.99N,123.55E
57066,1865-10-01,8.731,1.228,Shenyang,China,40.99N,123.55E
57067,1865-11-01,-2.462,4.102,Shenyang,China,40.99N,123.55E
57068,1865-12-01,-10.941,4.224,Shenyang,China,40.99N,123.55E
57069,1866-01-01,-12.775,2.751,Shenyang,China,40.99N,123.55E
57070,1866-02-01,-9.345,2.831,Shenyang,China,40.99N,123.55E
57071,1866-03-01,-2.294,3.686,Shenyang,China,40.99N,123.55E
57072,1866-04-01,7.608,1.261,Shenyang,China,40.99N,123.55E
57073,1866-05-01,13.437,1.998,Shenyang,China,40.99N,123.55E
57074,1866-06-01,20.037,1.357,Shenyang,China,40.99N,123.55E
57075,1866-07-01,24.276,1.31,Shenyang,China,40.99N,123.55E
57076,1866-08-01,22.679,1.342,Shenyang,China,40.99N,123.55E
57077,1866-09-01,15.853,1.362,Shenyang,China,40.99N,123.55E
57078,1866-10-01,9.186,1.466,Shenyang,China,40.99N,123.55E
57079,1866-11-01,0.302,2.031,Shenyang,China,40.99N,123.55E
57080,1866-12-01,-7.209,1.913,Shenyang,China,40.99N,123.55E
57081,1867-01-01,-12.506,1.931,Shenyang,China,40.99N,123.55E
57082,1867-02-01,-10.293,3.183,Shenyang,China,40.99N,123.55E
57083,1867-03-01,-0.559,2.306,Shenyang,China,40.99N,123.55E
57084,1867-04-01,8.102,2.098,Shenyang,China,40.99N,123.55E
57085,1867-05-01,13.953,0.979,Shenyang,China,40.99N,123.55E
57086,1867-06-01,18.983,1.216,Shenyang,China,40.99N,123.55E
57087,1867-07-01,24.372,2.117,Shenyang,China,40.99N,123.55E
57088,1867-08-01,22.412,2.065,Shenyang,China,40.99N,123.55E
57089,1867-09-01,15.915,1.283,Shenyang,China,40.99N,123.55E
57090,1867-10-01,9.459,0.907,Shenyang,China,40.99N,123.55E
57091,1867-11-01,1.782,4.032,Shenyang,China,40.99N,123.55E
57092,1867-12-01,-5.821,4.186,Shenyang,China,40.99N,123.55E
57093,1868-01-01,-10.923,2.54,Shenyang,China,40.99N,123.55E
57094,1868-02-01,-7.803,1.82,Shenyang,China,40.99N,123.55E
57095,1868-03-01,-1.382,1.373,Shenyang,China,40.99N,123.55E
57096,1868-04-01,9.272,1.826,Shenyang,China,40.99N,123.55E
57097,1868-05-01,13.45,1.388,Shenyang,China,40.99N,123.55E
57098,1868-06-01,19.428,0.791,Shenyang,China,40.99N,123.55E
57099,1868-07-01,24.444,0.828,Shenyang,China,40.99N,123.55E
57100,1868-08-01,21.805,0.834,Shenyang,China,40.99N,123.55E
57101,1868-09-01,16.306,0.856,Shenyang,China,40.99N,123.55E
57102,1868-10-01,9.759,0.942,Shenyang,China,40.99N,123.55E
57103,1868-11-01,-1.627,1.451,Shenyang,China,40.99N,123.55E
57104,1868-12-01,-8.025,2.068,Shenyang,China,40.99N,123.55E
57105,1869-01-01,-10.502,1.481,Shenyang,China,40.99N,123.55E
57106,1869-02-01,-5.585,1.18,Shenyang,China,40.99N,123.55E
57107,1869-03-01,-0.733,1.694,Shenyang,China,40.99N,123.55E
57108,1869-04-01,6.716,1.486,Shenyang,China,40.99N,123.55E
57109,1869-05-01,14.814,1.102,Shenyang,China,40.99N,123.55E
57110,1869-06-01,20.122,1.152,Shenyang,China,40.99N,123.55E
57111,1869-07-01,23.459,1.128,Shenyang,China,40.99N,123.55E
57112,1869-08-01,22.776,1.156,Shenyang,China,40.99N,123.55E
57113,1869-09-01,17.179,0.67,Shenyang,China,40.99N,123.55E
57114,1869-10-01,10.468,1.368,Shenyang,China,40.99N,123.55E
57115,1869-11-01,-0.48,0.712,Shenyang,China,40.99N,123.55E
57116,1869-12-01,-10.075,1.213,Shenyang,China,40.99N,123.55E
57117,1870-01-01,-13.038,1.73,Shenyang,China,40.99N,123.55E
57118,1870-02-01,-9.28,2.006,Shenyang,China,40.99N,123.55E
57119,1870-03-01,-0.647,2.312,Shenyang,China,40.99N,123.55E
57120,1870-04-01,7.247,1.409,Shenyang,China,40.99N,123.55E
57121,1870-05-01,14.755,1.53,Shenyang,China,40.99N,123.55E
57122,1870-06-01,19.664,1.267,Shenyang,China,40.99N,123.55E
57123,1870-07-01,23.696,1.142,Shenyang,China,40.99N,123.55E
57124,1870-08-01,22.303,1.132,Shenyang,China,40.99N,123.55E
57125,1870-09-01,17.405,1.796,Shenyang,China,40.99N,123.55E
57126,1870-10-01,8.604,2.602,Shenyang,China,40.99N,123.55E
57127,1870-11-01,-0.975,2.05,Shenyang,China,40.99N,123.55E
57128,1870-12-01,-9.952,1.637,Shenyang,China,40.99N,123.55E
57129,1871-01-01,-13.037,1.78,Shenyang,China,40.99N,123.55E
57130,1871-02-01,-9.431,2.482,Shenyang,China,40.99N,123.55E
57131,1871-03-01,0.49,2.013,Shenyang,China,40.99N,123.55E
57132,1871-04-01,7.548,1.021,Shenyang,China,40.99N,123.55E
57133,1871-05-01,13.626,2.238,Shenyang,China,40.99N,123.55E
57134,1871-06-01,20.013,1.082,Shenyang,China,40.99N,123.55E
57135,1871-07-01,23.967,1.112,Shenyang,China,40.99N,123.55E
57136,1871-08-01,22.492,1.334,Shenyang,China,40.99N,123.55E
57137,1871-09-01,16.747,1.152,Shenyang,China,40.99N,123.55E
57138,1871-10-01,9.951,1.452,Shenyang,China,40.99N,123.55E
57139,1871-11-01,-0.896,1.347,Shenyang,China,40.99N,123.55E
57140,1871-12-01,-9.78,1.737,Shenyang,China,40.99N,123.55E
57141,1872-01-01,-15.099,3.869,Shenyang,China,40.99N,123.55E
57142,1872-02-01,-9.515,1.362,Shenyang,China,40.99N,123.55E
57143,1872-03-01,-0.805,1.082,Shenyang,China,40.99N,123.55E
57144,1872-04-01,7.554,2.119,Shenyang,China,40.99N,123.55E
57145,1872-05-01,14.383,1.166,Shenyang,China,40.99N,123.55E
57146,1872-06-01,19.845,1.741,Shenyang,China,40.99N,123.55E
57147,1872-07-01,23.993,1.501,Shenyang,China,40.99N,123.55E
57148,1872-08-01,21.991,1.974,Shenyang,China,40.99N,123.55E
57149,1872-09-01,16.83,1.262,Shenyang,China,40.99N,123.55E
57150,1872-10-01,9.154,0.952,Shenyang,China,40.99N,123.55E
57151,1872-11-01,-0.261,1.481,Shenyang,China,40.99N,123.55E
57152,1872-12-01,-8.446,2.316,Shenyang,China,40.99N,123.55E
57153,1873-01-01,-13.983,2.988,Shenyang,China,40.99N,123.55E
57154,1873-02-01,-8.583,2.643,Shenyang,China,40.99N,123.55E
57155,1873-03-01,-1.89,2.201,Shenyang,China,40.99N,123.55E
57156,1873-04-01,8.447,3.348,Shenyang,China,40.99N,123.55E
57157,1873-05-01,14.135,1.551,Shenyang,China,40.99N,123.55E
57158,1873-06-01,19.858,1.56,Shenyang,China,40.99N,123.55E
57159,1873-07-01,23.45,0.955,Shenyang,China,40.99N,123.55E
57160,1873-08-01,21.748,1.414,Shenyang,China,40.99N,123.55E
57161,1873-09-01,15.939,1.807,Shenyang,China,40.99N,123.55E
57162,1873-10-01,8.365,1.218,Shenyang,China,40.99N,123.55E
57163,1873-11-01,-0.723,1.4,Shenyang,China,40.99N,123.55E
57164,1873-12-01,-8.405,1.856,Shenyang,China,40.99N,123.55E
57165,1874-01-01,-12.344,2.649,Shenyang,China,40.99N,123.55E
57166,1874-02-01,-7.23,1.56,Shenyang,China,40.99N,123.55E
57167,1874-03-01,-1.103,1.814,Shenyang,China,40.99N,123.55E
57168,1874-04-01,9.286,1.454,Shenyang,China,40.99N,123.55E
57169,1874-05-01,13.772,1.675,Shenyang,China,40.99N,123.55E
57170,1874-06-01,20.321,1.242,Shenyang,China,40.99N,123.55E
57171,1874-07-01,23.977,2.166,Shenyang,China,40.99N,123.55E
57172,1874-08-01,23.217,0.936,Shenyang,China,40.99N,123.55E
57173,1874-09-01,17.15,0.783,Shenyang,China,40.99N,123.55E
57174,1874-10-01,8.682,1.015,Shenyang,China,40.99N,123.55E
57175,1874-11-01,-1.042,1.115,Shenyang,China,40.99N,123.55E
57176,1874-12-01,-8.282,1.234,Shenyang,China,40.99N,123.55E
57177,1875-01-01,-11.942,1.03,Shenyang,China,40.99N,123.55E
57178,1875-02-01,-7.107,1.736,Shenyang,China,40.99N,123.55E
57179,1875-03-01,1.681,1.18,Shenyang,China,40.99N,123.55E
57180,1875-04-01,6.357,0.952,Shenyang,China,40.99N,123.55E
57181,1875-05-01,14.943,0.895,Shenyang,China,40.99N,123.55E
57182,1875-06-01,20.383,0.979,Shenyang,China,40.99N,123.55E
57183,1875-07-01,23.9,1.636,Shenyang,China,40.99N,123.55E
57184,1875-08-01,23.293,1.073,Shenyang,China,40.99N,123.55E
57185,1875-09-01,16.547,0.752,Shenyang,China,40.99N,123.55E
57186,1875-10-01,8.441,0.752,Shenyang,China,40.99N,123.55E
57187,1875-11-01,-1.524,0.834,Shenyang,China,40.99N,123.55E
57188,1875-12-01,-9.281,1.212,Shenyang,China,40.99N,123.55E
57189,1876-01-01,-12.701,1.662,Shenyang,China,40.99N,123.55E
57190,1876-02-01,-7.359,0.805,Shenyang,China,40.99N,123.55E
57191,1876-03-01,0.096,1.552,Shenyang,China,40.99N,123.55E
57192,1876-04-01,9.866,2.131,Shenyang,China,40.99N,123.55E
57193,1876-05-01,15.416,2.384,Shenyang,China,40.99N,123.55E
57194,1876-06-01,20.236,1.118,Shenyang,China,40.99N,123.55E
57195,1876-07-01,24.907,1.305,Shenyang,China,40.99N,123.55E
57196,1876-08-01,23.82,0.799,Shenyang,China,40.99N,123.55E
57197,1876-09-01,15.829,1.865,Shenyang,China,40.99N,123.55E
57198,1876-10-01,10.477,1.741,Shenyang,China,40.99N,123.55E
57199,1876-11-01,-1.375,2.073,Shenyang,China,40.99N,123.55E
57200,1876-12-01,-10.446,2.654,Shenyang,China,40.99N,123.55E
57201,1877-01-01,-12.115,1.563,Shenyang,China,40.99N,123.55E
57202,1877-02-01,-9.98,2.266,Shenyang,China,40.99N,123.55E
57203,1877-03-01,0.45,1.388,Shenyang,China,40.99N,123.55E
57204,1877-04-01,8.92,1.267,Shenyang,China,40.99N,123.55E
57205,1877-05-01,13.949,1.323,Shenyang,China,40.99N,123.55E
57206,1877-06-01,20.284,2.666,Shenyang,China,40.99N,123.55E
57207,1877-07-01,24.404,0.548,Shenyang,China,40.99N,123.55E
57208,1877-08-01,22.313,0.97,Shenyang,China,40.99N,123.55E
57209,1877-09-01,17.093,1.122,Shenyang,China,40.99N,123.55E
57210,1877-10-01,8.563,1.604,Shenyang,China,40.99N,123.55E
57211,1877-11-01,-1.04,2.469,Shenyang,China,40.99N,123.55E
57212,1877-12-01,-9.1,3.521,Shenyang,China,40.99N,123.55E
57213,1878-01-01,-13.72,2.522,Shenyang,China,40.99N,123.55E
57214,1878-02-01,-8.219,1.668,Shenyang,China,40.99N,123.55E
57215,1878-03-01,2.304,1.191,Shenyang,China,40.99N,123.55E
57216,1878-04-01,8.498,1.074,Shenyang,China,40.99N,123.55E
57217,1878-05-01,14.252,1.356,Shenyang,China,40.99N,123.55E
57218,1878-06-01,20.398,1.843,Shenyang,China,40.99N,123.55E
57219,1878-07-01,24.447,0.98,Shenyang,China,40.99N,123.55E
57220,1878-08-01,22.993,1.548,Shenyang,China,40.99N,123.55E
57221,1878-09-01,17.747,0.65,Shenyang,China,40.99N,123.55E
57222,1878-10-01,8.643,1.54,Shenyang,China,40.99N,123.55E
57223,1878-11-01,-2.79,0.827,Shenyang,China,40.99N,123.55E
57224,1878-12-01,-12.095,2.982,Shenyang,China,40.99N,123.55E
57225,1879-01-01,-12.844,0.53,Shenyang,China,40.99N,123.55E
57226,1879-02-01,-8.478,1.272,Shenyang,China,40.99N,123.55E
57227,1879-03-01,-2.059,0.892,Shenyang,China,40.99N,123.55E
57228,1879-04-01,5.436,1.794,Shenyang,China,40.99N,123.55E
57229,1879-05-01,14.045,1.346,Shenyang,China,40.99N,123.55E
57230,1879-06-01,20.77,1.058,Shenyang,China,40.99N,123.55E
57231,1879-07-01,24.52,1.663,Shenyang,China,40.99N,123.55E
57232,1879-08-01,23.923,0.694,Shenyang,China,40.99N,123.55E
57233,1879-09-01,17.245,0.973,Shenyang,China,40.99N,123.55E
57234,1879-10-01,7.904,1.392,Shenyang,China,40.99N,123.55E
57235,1879-11-01,0.582,0.846,Shenyang,China,40.99N,123.55E
57236,1879-12-01,-7.126,1.686,Shenyang,China,40.99N,123.55E
57237,1880-01-01,-13.55,1.453,Shenyang,China,40.99N,123.55E
57238,1880-02-01,-8.361,1.228,Shenyang,China,40.99N,123.55E
57239,1880-03-01,0.414,1.063,Shenyang,China,40.99N,123.55E
57240,1880-04-01,7.659,0.61,Shenyang,China,40.99N,123.55E
57241,1880-05-01,14.903,0.808,Shenyang,China,40.99N,123.55E
57242,1880-06-01,19.126,0.793,Shenyang,China,40.99N,123.55E
57243,1880-07-01,23.278,1.737,Shenyang,China,40.99N,123.55E
57244,1880-08-01,23.131,1.51,Shenyang,China,40.99N,123.55E
57245,1880-09-01,17.054,1.115,Shenyang,China,40.99N,123.55E
57246,1880-10-01,8.354,1.569,Shenyang,China,40.99N,123.55E
57247,1880-11-01,-0.538,2.836,Shenyang,China,40.99N,123.55E
57248,1880-12-01,-9.605,0.994,Shenyang,China,40.99N,123.55E
57249,1881-01-01,-13.322,1.59,Shenyang,China,40.99N,123.55E
57250,1881-02-01,-9.74,1.151,Shenyang,China,40.99N,123.55E
57251,1881-03-01,-2.208,0.95,Shenyang,China,40.99N,123.55E
57252,1881-04-01,7.83,0.912,Shenyang,China,40.99N,123.55E
57253,1881-05-01,14.555,0.756,Shenyang,China,40.99N,123.55E
57254,1881-06-01,19.284,1.347,Shenyang,China,40.99N,123.55E
57255,1881-07-01,24.027,0.955,Shenyang,China,40.99N,123.55E
57256,1881-08-01,23.055,0.784,Shenyang,China,40.99N,123.55E
57257,1881-09-01,17.622,0.412,Shenyang,China,40.99N,123.55E
57258,1881-10-01,8.99,0.54,Shenyang,China,40.99N,123.55E
57259,1881-11-01,0.198,1.122,Shenyang,China,40.99N,123.55E
57260,1881-12-01,-9.646,1.046,Shenyang,China,40.99N,123.55E
57261,1882-01-01,-10.047,1.363,Shenyang,China,40.99N,123.55E
57262,1882-02-01,-7.879,1.147,Shenyang,China,40.99N,123.55E
57263,1882-03-01,-0.897,0.842,Shenyang,China,40.99N,123.55E
57264,1882-04-01,8.988,1.428,Shenyang,China,40.99N,123.55E
57265,1882-05-01,14.751,0.842,Shenyang,China,40.99N,123.55E
57266,1882-06-01,19.88,1.23,Shenyang,China,40.99N,123.55E
57267,1882-07-01,23.568,0.433,Shenyang,China,40.99N,123.55E
57268,1882-08-01,22.525,0.419,Shenyang,China,40.99N,123.55E
57269,1882-09-01,17.319,0.388,Shenyang,China,40.99N,123.55E
57270,1882-10-01,9.887,1.045,Shenyang,China,40.99N,123.55E
57271,1882-11-01,-1.023,1.337,Shenyang,China,40.99N,123.55E
57272,1882-12-01,-11.182,0.792,Shenyang,China,40.99N,123.55E
